project_id,fraud_label,is_anomalous,risk_level,scenario_type,investigation_priority
MPLADS-001650,0,0,LOW,NORMAL,ROUTINE
MPLADS-001651,0,0,LOW,NORMAL,ROUTINE
MPLADS-001652,0,0,LOW,NORMAL,ROUTINE
MPLADS-001653,0,0,LOW,NORMAL,ROUTINE
MPLADS-001654,0,0,LOW,NORMAL,ROUTINE
MPLADS-001655,0,0,LOW,NORMAL,ROUTINE
MPLADS-001656,0,0,LOW,NORMAL,ROUTINE
MPLADS-001657,0,0,LOW,NORMAL,ROUTINE
MPLADS-001658,0,0,LOW,NORMAL,ROUTINE
MPLADS-001659,0,0,LOW,NORMAL,ROUTINE
MPLADS-001660,0,0,LOW,NORMAL,ROUTINE
MPLADS-001661,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001662,0,0,LOW,NORMAL,ROUTINE
MPLADS-001663,1,1,HIGH,ABANDONED_WORK,ELEVATED
MPLADS-001664,0,0,LOW,NORMAL,ROUTINE
MPLADS-001665,0,0,LOW,NORMAL,ROUTINE
MPLADS-001666,1,1,HIGH,DELAYED_WORK,ELEVATED
MPLADS-001667,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001668,0,0,LOW,NORMAL,ROUTINE
MPLADS-001669,0,0,LOW,NORMAL,ROUTINE
MPLADS-001670,0,0,LOW,NORMAL,ROUTINE
MPLADS-001671,0,0,LOW,NORMAL,ROUTINE
MPLADS-001672,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-001673,0,0,LOW,NORMAL,ROUTINE
MPLADS-001674,0,0,LOW,NORMAL,ROUTINE
MPLADS-001675,0,0,LOW,NORMAL,ROUTINE
MPLADS-001676,0,0,LOW,NORMAL,ROUTINE
MPLADS-001677,0,0,LOW,NORMAL,ROUTINE
MPLADS-001678,0,0,LOW,NORMAL,ROUTINE
MPLADS-001679,1,1,HIGH,DELAYED_WORK,ELEVATED
MPLADS-001680,0,0,LOW,NORMAL,ROUTINE
MPLADS-001681,0,0,LOW,NORMAL,ROUTINE
MPLADS-001682,0,0,LOW,NORMAL,ROUTINE
MPLADS-001683,0,0,LOW,NORMAL,ROUTINE
MPLADS-001684,0,0,LOW,NORMAL,ROUTINE
MPLADS-001685,0,0,LOW,NORMAL,ROUTINE
MPLADS-001686,1,1,HIGH,SUSPICIOUS_CONTRACTOR_MONOPOLY,ELEVATED
MPLADS-001687,1,1,CRITICAL,GHOST_WORK,URGENT
MPLADS-001688,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-001689,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-001690,0,0,LOW,NORMAL,ROUTINE
MPLADS-001691,0,0,LOW,NORMAL,ROUTINE
MPLADS-001692,0,0,LOW,NORMAL,ROUTINE
MPLADS-001693,0,0,LOW,LEGITIMATE_WEATHER_DELAY,ROUTINE
MPLADS-001694,0,0,LOW,NORMAL,ROUTINE
MPLADS-001695,0,0,LOW,NORMAL,ROUTINE
MPLADS-001696,0,0,LOW,NORMAL,ROUTINE
MPLADS-001697,0,0,LOW,NORMAL,ROUTINE
MPLADS-001698,0,0,LOW,NORMAL,ROUTINE
MPLADS-001699,0,0,LOW,NORMAL,ROUTINE
MPLADS-001700,0,0,LOW,NORMAL,ROUTINE
MPLADS-001701,0,0,LOW,NORMAL,ROUTINE
MPLADS-001702,0,0,LOW,LEGITIMATE_WEATHER_DELAY,ROUTINE
MPLADS-001703,0,0,LOW,NORMAL,ROUTINE
MPLADS-001704,0,0,LOW,NORMAL,ROUTINE
MPLADS-001705,0,0,LOW,NORMAL,ROUTINE
MPLADS-001706,0,0,LOW,NORMAL,ROUTINE
MPLADS-001707,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-001708,0,0,LOW,NORMAL,ROUTINE
MPLADS-001709,1,1,HIGH,SUSPICIOUS_CONTRACTOR_MONOPOLY,ELEVATED
MPLADS-001710,0,0,LOW,NORMAL,ROUTINE
MPLADS-001711,0,0,LOW,NORMAL,ROUTINE
MPLADS-001712,1,1,HIGH,DOCUMENTATION_DEFICIT,ELEVATED
MPLADS-001713,0,0,LOW,NORMAL,ROUTINE
MPLADS-001714,0,0,LOW,LEGITIMATE_WEATHER_DELAY,ROUTINE
MPLADS-001715,0,0,LOW,NORMAL,ROUTINE
MPLADS-001716,0,0,LOW,NORMAL,ROUTINE
MPLADS-001717,0,0,LOW,NORMAL,ROUTINE
MPLADS-001718,0,0,LOW,NORMAL,ROUTINE
MPLADS-001719,0,0,LOW,LEGITIMATE_WEATHER_DELAY,ROUTINE
MPLADS-001720,0,0,LOW,NORMAL,ROUTINE
MPLADS-001721,0,0,LOW,NORMAL,ROUTINE
MPLADS-001722,0,0,LOW,NORMAL,ROUTINE
MPLADS-001723,0,0,LOW,NORMAL,ROUTINE
MPLADS-001724,0,0,LOW,NORMAL,ROUTINE
MPLADS-001725,1,1,HIGH,SUSPICIOUS_CONTRACTOR_MONOPOLY,ELEVATED
MPLADS-001726,0,0,LOW,NORMAL,ROUTINE
MPLADS-001727,0,0,LOW,NORMAL,ROUTINE
MPLADS-001728,0,0,LOW,NORMAL,ROUTINE
MPLADS-001729,0,0,LOW,NORMAL,ROUTINE
MPLADS-001730,0,0,LOW,NORMAL,ROUTINE
MPLADS-001731,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001732,0,0,LOW,NORMAL,ROUTINE
MPLADS-001733,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-001734,0,0,LOW,NORMAL,ROUTINE
MPLADS-001735,0,0,LOW,NORMAL,ROUTINE
MPLADS-001736,1,1,HIGH,DELAYED_WORK,ELEVATED
MPLADS-001737,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001738,1,1,HIGH,ABANDONED_WORK,ELEVATED
MPLADS-001739,0,0,LOW,NORMAL,ROUTINE
MPLADS-001740,1,1,HIGH,DOCUMENTATION_DEFICIT,ELEVATED
MPLADS-001741,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-001742,0,0,LOW,LEGITIMATE_WEATHER_DELAY,ROUTINE
MPLADS-001743,0,0,LOW,NORMAL,ROUTINE
MPLADS-001744,1,1,HIGH,DOCUMENTATION_DEFICIT,ELEVATED
MPLADS-001745,0,0,LOW,NORMAL,ROUTINE
MPLADS-001746,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001747,0,0,LOW,NORMAL,ROUTINE
MPLADS-001748,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001749,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-001750,0,0,LOW,NORMAL,ROUTINE
MPLADS-001751,0,0,LOW,NORMAL,ROUTINE
MPLADS-001752,0,0,LOW,NORMAL,ROUTINE
MPLADS-001753,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001754,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001755,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-001756,0,0,LOW,LEGITIMATE_WEATHER_DELAY,ROUTINE
MPLADS-001757,0,0,LOW,NORMAL,ROUTINE
MPLADS-001758,0,0,LOW,NORMAL,ROUTINE
MPLADS-001759,0,0,LOW,NORMAL,ROUTINE
MPLADS-001760,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001761,0,0,LOW,NORMAL,ROUTINE
MPLADS-001762,1,1,HIGH,DELAYED_WORK,ELEVATED
MPLADS-001763,1,1,CRITICAL,GHOST_WORK,URGENT
MPLADS-001764,0,0,LOW,NORMAL,ROUTINE
MPLADS-001765,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001766,0,0,LOW,NORMAL,ROUTINE
MPLADS-001767,0,0,LOW,NORMAL,ROUTINE
MPLADS-001768,0,0,LOW,NORMAL,ROUTINE
MPLADS-001769,0,0,LOW,NORMAL,ROUTINE
MPLADS-001770,0,0,LOW,NORMAL,ROUTINE
MPLADS-001771,0,0,LOW,NORMAL,ROUTINE
MPLADS-001772,0,0,LOW,NORMAL,ROUTINE
MPLADS-001773,0,0,LOW,NORMAL,ROUTINE
MPLADS-001774,0,0,LOW,NORMAL,ROUTINE
MPLADS-001775,0,0,LOW,NORMAL,ROUTINE
MPLADS-001776,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001777,0,0,LOW,NORMAL,ROUTINE
MPLADS-001778,0,0,LOW,NORMAL,ROUTINE
MPLADS-001779,1,1,CRITICAL,GHOST_WORK,URGENT
MPLADS-001780,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001781,0,0,LOW,NORMAL,ROUTINE
MPLADS-001782,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-001783,0,0,LOW,NORMAL,ROUTINE
MPLADS-001784,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-001785,0,0,LOW,NORMAL,ROUTINE
MPLADS-001786,0,0,LOW,NORMAL,ROUTINE
MPLADS-001787,0,0,LOW,NORMAL,ROUTINE
MPLADS-001788,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-001789,0,0,LOW,NORMAL,ROUTINE
MPLADS-001790,0,0,LOW,NORMAL,ROUTINE
MPLADS-001791,0,0,LOW,NORMAL,ROUTINE
MPLADS-001792,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001793,0,0,LOW,NORMAL,ROUTINE
MPLADS-001794,0,0,LOW,NORMAL,ROUTINE
MPLADS-001795,0,0,LOW,NORMAL,ROUTINE
MPLADS-001796,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-001797,0,0,LOW,NORMAL,ROUTINE
MPLADS-001798,1,1,HIGH,SUSPICIOUS_CONTRACTOR_MONOPOLY,ELEVATED
MPLADS-001799,0,0,LOW,NORMAL,ROUTINE
MPLADS-001800,0,0,LOW,NORMAL,ROUTINE
MPLADS-001801,0,0,LOW,NORMAL,ROUTINE
MPLADS-001802,0,0,LOW,NORMAL,ROUTINE
MPLADS-001803,0,0,LOW,NORMAL,ROUTINE
MPLADS-001804,0,0,LOW,NORMAL,ROUTINE
MPLADS-001805,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001806,0,0,LOW,NORMAL,ROUTINE
MPLADS-001807,0,0,LOW,NORMAL,ROUTINE
MPLADS-001808,0,0,LOW,NORMAL,ROUTINE
MPLADS-001809,0,0,LOW,NORMAL,ROUTINE
MPLADS-001810,0,0,LOW,NORMAL,ROUTINE
MPLADS-001811,0,0,LOW,NORMAL,ROUTINE
MPLADS-001812,0,0,LOW,NORMAL,ROUTINE
MPLADS-001813,0,0,LOW,NORMAL,ROUTINE
MPLADS-001814,1,1,HIGH,SUSPICIOUS_CONTRACTOR_MONOPOLY,ELEVATED
MPLADS-001815,0,0,LOW,NORMAL,ROUTINE
MPLADS-001816,1,1,HIGH,ABANDONED_WORK,ELEVATED
MPLADS-001817,0,0,LOW,NORMAL,ROUTINE
MPLADS-001818,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001819,0,0,LOW,NORMAL,ROUTINE
MPLADS-001820,0,0,LOW,NORMAL,ROUTINE
MPLADS-001821,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-001822,0,0,LOW,NORMAL,ROUTINE
MPLADS-001823,0,0,LOW,NORMAL,ROUTINE
MPLADS-001824,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-001825,0,0,LOW,NORMAL,ROUTINE
MPLADS-001826,0,0,LOW,NORMAL,ROUTINE
MPLADS-001827,0,0,LOW,NORMAL,ROUTINE
MPLADS-001828,0,0,LOW,NORMAL,ROUTINE
MPLADS-001829,1,1,CRITICAL,GHOST_WORK,URGENT
MPLADS-001830,0,0,LOW,NORMAL,ROUTINE
MPLADS-001831,0,0,LOW,NORMAL,ROUTINE
MPLADS-001832,0,0,LOW,NORMAL,ROUTINE
MPLADS-001833,1,1,HIGH,DELAYED_WORK,ELEVATED
MPLADS-001834,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-001835,0,0,LOW,NORMAL,ROUTINE
MPLADS-001836,1,1,HIGH,SUSPICIOUS_CONTRACTOR_MONOPOLY,ELEVATED
MPLADS-001837,0,0,LOW,NORMAL,ROUTINE
MPLADS-001838,1,1,HIGH,DELAYED_WORK,ELEVATED
MPLADS-001839,0,0,LOW,NORMAL,ROUTINE
MPLADS-001840,0,0,LOW,NORMAL,ROUTINE
MPLADS-001841,0,0,LOW,NORMAL,ROUTINE
MPLADS-001842,1,1,CRITICAL,GHOST_WORK,URGENT
MPLADS-001843,1,1,HIGH,DELAYED_WORK,ELEVATED
MPLADS-001844,0,0,LOW,NORMAL,ROUTINE
MPLADS-001845,0,0,LOW,NORMAL,ROUTINE
MPLADS-001846,0,0,LOW,NORMAL,ROUTINE
MPLADS-001847,0,0,LOW,NORMAL,ROUTINE
MPLADS-001848,0,0,LOW,NORMAL,ROUTINE
MPLADS-001849,0,0,LOW,NORMAL,ROUTINE
MPLADS-001850,0,0,LOW,NORMAL,ROUTINE
MPLADS-001851,0,0,LOW,NORMAL,ROUTINE
MPLADS-001852,1,1,HIGH,DELAYED_WORK,ELEVATED
MPLADS-001853,0,0,LOW,NORMAL,ROUTINE
MPLADS-001854,0,0,LOW,NORMAL,ROUTINE
MPLADS-001855,0,0,LOW,NORMAL,ROUTINE
MPLADS-001856,0,0,LOW,NORMAL,ROUTINE
MPLADS-001857,0,0,LOW,NORMAL,ROUTINE
MPLADS-001858,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-001859,0,0,LOW,NORMAL,ROUTINE
MPLADS-001860,0,0,LOW,NORMAL,ROUTINE
MPLADS-001861,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001862,0,0,LOW,NORMAL,ROUTINE
MPLADS-001863,0,0,LOW,NORMAL,ROUTINE
MPLADS-001864,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001865,0,0,LOW,NORMAL,ROUTINE
MPLADS-001866,0,0,LOW,NORMAL,ROUTINE
MPLADS-001867,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-001868,1,1,HIGH,ABANDONED_WORK,ELEVATED
MPLADS-001869,0,0,LOW,NORMAL,ROUTINE
MPLADS-001870,0,0,LOW,NORMAL,ROUTINE
MPLADS-001871,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001872,0,0,LOW,NORMAL,ROUTINE
MPLADS-001873,0,0,LOW,NORMAL,ROUTINE
MPLADS-001874,0,0,LOW,NORMAL,ROUTINE
MPLADS-001875,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001876,0,0,LOW,NORMAL,ROUTINE
MPLADS-001877,0,0,LOW,NORMAL,ROUTINE
MPLADS-001878,0,0,LOW,NORMAL,ROUTINE
MPLADS-001879,0,0,LOW,NORMAL,ROUTINE
MPLADS-001880,1,1,HIGH,ABANDONED_WORK,ELEVATED
MPLADS-001881,0,0,LOW,NORMAL,ROUTINE
MPLADS-001882,0,0,LOW,NORMAL,ROUTINE
MPLADS-001883,1,1,HIGH,DELAYED_WORK,ELEVATED
MPLADS-001884,0,0,LOW,NORMAL,ROUTINE
MPLADS-001885,0,0,LOW,NORMAL,ROUTINE
MPLADS-001886,0,0,LOW,NORMAL,ROUTINE
MPLADS-001887,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001888,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001889,0,0,LOW,LEGITIMATE_WEATHER_DELAY,ROUTINE
MPLADS-001890,0,0,LOW,NORMAL,ROUTINE
MPLADS-001891,0,0,LOW,NORMAL,ROUTINE
MPLADS-001892,0,0,LOW,NORMAL,ROUTINE
MPLADS-001893,1,1,HIGH,PROCUREMENT_SINGLE_BID,ELEVATED
MPLADS-001894,0,0,LOW,NORMAL,ROUTINE
MPLADS-001895,0,0,LOW,NORMAL,ROUTINE
MPLADS-001896,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001897,0,0,LOW,NORMAL,ROUTINE
MPLADS-001898,0,0,LOW,NORMAL,ROUTINE
MPLADS-001899,0,0,LOW,NORMAL,ROUTINE
MPLADS-001900,0,0,LOW,NORMAL,ROUTINE
MPLADS-001901,1,1,CRITICAL,GHOST_WORK,URGENT
MPLADS-001902,0,0,LOW,NORMAL,ROUTINE
MPLADS-001903,1,1,CRITICAL,GHOST_WORK,URGENT
MPLADS-001904,0,0,LOW,NORMAL,ROUTINE
MPLADS-001905,0,0,LOW,NORMAL,ROUTINE
MPLADS-001906,1,1,HIGH,DELAYED_WORK,ELEVATED
MPLADS-001907,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001908,0,0,LOW,NORMAL,ROUTINE
MPLADS-001909,0,0,LOW,NORMAL,ROUTINE
MPLADS-001910,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001911,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-001912,0,0,LOW,NORMAL,ROUTINE
MPLADS-001913,0,0,LOW,NORMAL,ROUTINE
MPLADS-001914,0,0,LOW,NORMAL,ROUTINE
MPLADS-001915,0,0,LOW,NORMAL,ROUTINE
MPLADS-001916,0,0,LOW,NORMAL,ROUTINE
MPLADS-001917,0,0,LOW,NORMAL,ROUTINE
MPLADS-001918,0,0,LOW,NORMAL,ROUTINE
MPLADS-001919,0,0,LOW,NORMAL,ROUTINE
MPLADS-001920,0,0,LOW,NORMAL,ROUTINE
MPLADS-001921,0,0,LOW,NORMAL,ROUTINE
MPLADS-001922,0,0,LOW,NORMAL,ROUTINE
MPLADS-001923,0,0,LOW,NORMAL,ROUTINE
MPLADS-001924,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001925,0,0,LOW,NORMAL,ROUTINE
MPLADS-001926,0,0,LOW,NORMAL,ROUTINE
MPLADS-001927,0,0,LOW,NORMAL,ROUTINE
MPLADS-001928,0,0,LOW,NORMAL,ROUTINE
MPLADS-001929,0,0,LOW,NORMAL,ROUTINE
MPLADS-001930,0,0,LOW,NORMAL,ROUTINE
MPLADS-001931,0,0,LOW,NORMAL,ROUTINE
MPLADS-001932,0,0,LOW,NORMAL,ROUTINE
MPLADS-001933,0,0,LOW,NORMAL,ROUTINE
MPLADS-001934,0,0,LOW,NORMAL,ROUTINE
MPLADS-001935,0,0,LOW,NORMAL,ROUTINE
MPLADS-001936,0,0,LOW,NORMAL,ROUTINE
MPLADS-001937,0,0,LOW,NORMAL,ROUTINE
MPLADS-001938,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001939,0,0,LOW,NORMAL,ROUTINE
MPLADS-001940,0,0,LOW,NORMAL,ROUTINE
MPLADS-001941,0,0,LOW,NORMAL,ROUTINE
MPLADS-001942,0,0,LOW,NORMAL,ROUTINE
MPLADS-001943,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001944,0,0,LOW,NORMAL,ROUTINE
MPLADS-001945,0,0,LOW,NORMAL,ROUTINE
MPLADS-001946,0,0,LOW,NORMAL,ROUTINE
MPLADS-001947,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001948,0,0,LOW,NORMAL,ROUTINE
MPLADS-001949,1,1,HIGH,SUSPICIOUS_CONTRACTOR_MONOPOLY,ELEVATED
MPLADS-001950,1,1,CRITICAL,GHOST_WORK,URGENT
MPLADS-001951,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-001952,0,0,LOW,NORMAL,ROUTINE
MPLADS-001953,0,0,LOW,NORMAL,ROUTINE
MPLADS-001954,0,0,LOW,NORMAL,ROUTINE
MPLADS-001955,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001956,0,0,LOW,NORMAL,ROUTINE
MPLADS-001957,0,0,LOW,NORMAL,ROUTINE
MPLADS-001958,0,0,LOW,NORMAL,ROUTINE
MPLADS-001959,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-001960,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001961,0,0,LOW,NORMAL,ROUTINE
MPLADS-001962,0,0,LOW,NORMAL,ROUTINE
MPLADS-001963,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-001964,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-001965,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-001966,0,0,LOW,NORMAL,ROUTINE
MPLADS-001967,0,0,LOW,NORMAL,ROUTINE
MPLADS-001968,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001969,0,0,LOW,NORMAL,ROUTINE
MPLADS-001970,0,0,LOW,NORMAL,ROUTINE
MPLADS-001971,0,0,LOW,NORMAL,ROUTINE
MPLADS-001972,0,0,LOW,NORMAL,ROUTINE
MPLADS-001973,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-001974,0,0,LOW,NORMAL,ROUTINE
MPLADS-001975,0,0,LOW,NORMAL,ROUTINE
MPLADS-001976,0,0,LOW,NORMAL,ROUTINE
MPLADS-001977,1,1,HIGH,DELAYED_WORK,ELEVATED
MPLADS-001978,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-001979,0,0,LOW,NORMAL,ROUTINE
MPLADS-001980,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001981,0,0,LOW,NORMAL,ROUTINE
MPLADS-001982,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001983,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001984,0,0,LOW,NORMAL,ROUTINE
MPLADS-001985,1,1,HIGH,DOCUMENTATION_DEFICIT,ELEVATED
MPLADS-001986,0,0,LOW,NORMAL,ROUTINE
MPLADS-001987,0,0,LOW,NORMAL,ROUTINE
MPLADS-001988,0,0,LOW,NORMAL,ROUTINE
MPLADS-001989,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001990,0,0,LOW,NORMAL,ROUTINE
MPLADS-001991,0,0,LOW,NORMAL,ROUTINE
MPLADS-001992,0,0,LOW,NORMAL,ROUTINE
MPLADS-001993,1,1,CRITICAL,GHOST_WORK,URGENT
MPLADS-001994,0,0,LOW,NORMAL,ROUTINE
MPLADS-001995,0,0,LOW,NORMAL,ROUTINE
MPLADS-001996,0,0,LOW,NORMAL,ROUTINE
MPLADS-001997,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001998,0,0,LOW,NORMAL,ROUTINE
MPLADS-001999,0,0,LOW,NORMAL,ROUTINE
MPLADS-002000,1,1,HIGH,SUSPICIOUS_CONTRACTOR_MONOPOLY,ELEVATED
MPLADS-002001,0,0,LOW,NORMAL,ROUTINE
MPLADS-002002,0,0,LOW,NORMAL,ROUTINE
MPLADS-002003,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-002004,0,0,LOW,NORMAL,ROUTINE
MPLADS-002005,0,0,LOW,NORMAL,ROUTINE
MPLADS-002006,0,0,LOW,NORMAL,ROUTINE
MPLADS-002007,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-002008,1,1,HIGH,ABANDONED_WORK,ELEVATED
MPLADS-002009,0,0,LOW,NORMAL,ROUTINE
MPLADS-002010,0,0,LOW,NORMAL,ROUTINE
MPLADS-002011,0,0,LOW,NORMAL,ROUTINE
MPLADS-002012,0,0,LOW,NORMAL,ROUTINE
MPLADS-002013,0,0,LOW,NORMAL,ROUTINE
MPLADS-002014,0,0,LOW,NORMAL,ROUTINE
MPLADS-002015,0,0,LOW,NORMAL,ROUTINE
MPLADS-002016,0,0,LOW,NORMAL,ROUTINE
MPLADS-002017,0,0,LOW,NORMAL,ROUTINE
MPLADS-002018,0,0,LOW,NORMAL,ROUTINE
MPLADS-002019,0,0,LOW,NORMAL,ROUTINE
MPLADS-002020,0,0,LOW,NORMAL,ROUTINE
MPLADS-002021,0,0,LOW,NORMAL,ROUTINE
MPLADS-002022,0,0,LOW,NORMAL,ROUTINE
MPLADS-002023,0,0,LOW,NORMAL,ROUTINE
MPLADS-002024,0,0,LOW,NORMAL,ROUTINE
MPLADS-002025,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-002026,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-002027,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-002028,0,0,LOW,NORMAL,ROUTINE
MPLADS-002029,1,1,HIGH,DELAYED_WORK,ELEVATED
MPLADS-002030,0,0,LOW,NORMAL,ROUTINE
MPLADS-002031,0,0,LOW,NORMAL,ROUTINE
MPLADS-002032,0,0,LOW,NORMAL,ROUTINE
MPLADS-002033,0,0,LOW,NORMAL,ROUTINE
MPLADS-002034,0,0,LOW,NORMAL,ROUTINE
MPLADS-002035,0,0,LOW,NORMAL,ROUTINE
MPLADS-002036,0,0,LOW,LEGITIMATE_WEATHER_DELAY,ROUTINE
MPLADS-002037,0,0,LOW,NORMAL,ROUTINE
MPLADS-002038,0,0,LOW,NORMAL,ROUTINE
MPLADS-002039,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-002040,0,0,LOW,NORMAL,ROUTINE
MPLADS-002041,0,0,LOW,NORMAL,ROUTINE
MPLADS-002042,0,0,LOW,NORMAL,ROUTINE
MPLADS-002043,0,0,LOW,NORMAL,ROUTINE
MPLADS-002044,1,1,HIGH,DOCUMENTATION_DEFICIT,ELEVATED
MPLADS-002045,0,0,LOW,NORMAL,ROUTINE
MPLADS-002046,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-002047,0,0,LOW,NORMAL,ROUTINE
MPLADS-002048,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-002049,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-002050,0,0,LOW,NORMAL,ROUTINE
MPLADS-002051,0,0,LOW,NORMAL,ROUTINE
MPLADS-002052,0,0,LOW,NORMAL,ROUTINE
MPLADS-002053,0,0,LOW,NORMAL,ROUTINE
MPLADS-002054,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-002055,0,0,LOW,NORMAL,ROUTINE
MPLADS-002056,0,0,LOW,NORMAL,ROUTINE
MPLADS-002057,1,1,HIGH,ABANDONED_WORK,ELEVATED
MPLADS-002058,0,0,LOW,NORMAL,ROUTINE
MPLADS-002059,0,0,LOW,NORMAL,ROUTINE
MPLADS-002060,1,1,HIGH,DELAYED_WORK,ELEVATED
MPLADS-002061,1,1,HIGH,DELAYED_WORK,ELEVATED
MPLADS-002062,0,0,LOW,NORMAL,ROUTINE
MPLADS-002063,0,0,LOW,NORMAL,ROUTINE
