contractor_id,contractor_name,home_district_id,home_state_id,registration_category,financial_capacity,base_quality_score,past_irregularity_rate,contractor_past_irregularity_rate,contractor_capacity_strain,contractor_project_count,contractor_total_contract_value,contractor_average_contract_value,contractor_max_contract_value,contractor_project_share,contractor_value_share,contractor_district_concentration,contractor_agency_concentration,contractor_constituency_concentration,contractor_delay_rate,contractor_completion_rate,contractor_cancellation_rate,contractor_previous_irregularities,contractor_financial_capacity,contractor_value_to_capacity,repeated_agency_contractor_pair,shared_ownership,shared_directors,shared_shareholders,shared_address,beneficial_owner_overlap,contractor_financial_health,company_ownership_change,director_change,address_change
CONT-0336,Panchal Enterprises,DIST-0265,ST-06,Class B,5000000.0,0.936,0.0344,0.0668,1.188,38,96967133.95189798,11125912.186199225,6754503.200807042,0.2481,0.1285,0.404,0.685,0.261,0.435,0.977,0.037,0,5000000.0,1.29,1,0,0,0,0,0,0.986,0,0,0
CONT-0337,"Sangha, Gandhi and Dewan Infrastructure Pvt Ltd",DIST-0139,ST-03,Class A,100000000.0,0.827,0.0478,0.1137,0.754,22,196773741.9162582,6736441.744138833,44897490.33971537,0.0926,0.0222,0.672,0.556,0.8,0.219,0.695,0.026,0,20000000.0,0.584,0,0,0,0,0,0,0.736,0,0,0
CONT-0338,Jhaveri Enterprises,DIST-0254,ST-06,Class A,5000000.0,0.759,0.0805,0.1794,0.568,37,21020091.628501173,5894903.109881328,11294902.410924956,0.243,0.2098,0.905,0.456,0.131,0.355,0.841,0.066,0,20000000.0,0.439,0,0,0,0,0,0,0.915,0,0,0
CONT-0339,Bhargava PLC Infrastructure Pvt Ltd,DIST-0541,ST-15,Class C,20000000.0,0.874,0.3759,0.1475,1.654,10,115576800.78358468,8505410.901536368,23025533.328778386,0.2427,0.068,0.59,0.297,0.572,0.382,0.657,0.037,0,20000000.0,0.305,0,0,0,0,0,0,0.784,0,0,0
CONT-0340,Panchal Enterprises,DIST-0144,ST-03,Class B,20000000.0,0.764,0.011,0.1191,1.543,8,139531337.4732697,13873383.753054481,31942655.338962484,0.1087,0.0859,0.714,0.74,0.784,0.412,0.762,0.048,0,5000000.0,0.3,0,0,0,0,0,0,0.762,0,0,0
CONT-0341,Walia Enterprises,DIST-0006,ST-01,Class C,20000000.0,0.938,0.0686,0.028,0.609,8,113138201.00458491,8398804.308063982,27440966.59061658,0.3392,0.082,0.78,0.204,0.571,0.311,0.899,0.074,1,20000000.0,0.555,0,0,0,0,0,0,0.734,0,0,0
CONT-0342,Yohannan-Ganguly Infrastructure Pvt Ltd,DIST-0477,ST-13,Class C,20000000.0,0.969,0.0934,0.0819,1.753,19,128624095.27214345,3489933.533998917,34112912.600946486,0.1429,0.3094,0.596,0.291,0.108,0.135,0.889,0.066,0,20000000.0,0.536,0,0,0,0,0,0,0.881,0,0,0
CONT-0343,Naik Enterprises,DIST-0142,ST-03,Class C,20000000.0,0.842,0.0995,0.0504,0.471,10,159282380.9664201,5419593.421731445,44483524.39227153,0.3229,0.356,0.651,0.884,0.756,0.092,0.974,0.044,2,20000000.0,1.107,0,0,0,1,0,0,0.672,0,0,1
CONT-0344,Master Enterprises,DIST-0501,ST-14,Class A,5000000.0,0.879,0.1466,0.0139,1.468,23,111849394.37942305,3316919.5627097157,10326029.286421793,0.2695,0.3467,0.543,0.242,0.15,0.289,0.953,0.032,0,20000000.0,1.446,0,0,0,0,0,0,0.848,0,0,0
CONT-0345,Mann Enterprises,DIST-0565,ST-17,Class B,100000000.0,0.764,0.0485,0.0672,1.698,30,75167486.07332297,13685162.01435042,10441106.256516544,0.0431,0.2187,0.669,0.558,0.797,0.155,0.977,0.002,0,5000000.0,0.311,0,0,0,0,0,0,0.911,0,1,0
CONT-0346,"Loke, Varkey and Chandran Infrastructure Pvt Ltd",DIST-0350,ST-09,Class A,20000000.0,0.959,0.0663,0.0569,1.081,40,247202815.68452576,13600604.001608677,32011444.086280588,0.3366,0.2779,0.919,0.313,0.269,0.404,0.789,0.03,1,20000000.0,0.682,0,0,0,0,0,0,0.606,0,0,0
CONT-0347,Sabharwal Inc Infrastructure Pvt Ltd,DIST-0138,ST-03,Class A,5000000.0,0.758,0.0613,0.2022,0.889,5,23579776.878121663,5608639.017229565,11158190.998101534,0.1355,0.284,0.719,0.423,0.481,0.137,0.816,0.041,0,5000000.0,1.571,0,0,0,0,0,0,0.553,0,0,0
CONT-0348,Malhotra Enterprises,DIST-0144,ST-03,Class B,5000000.0,0.878,0.0115,0.1103,1.613,44,44176995.211566456,2674733.7154841,20334435.970138602,0.1783,0.128,0.757,0.706,0.829,0.21,0.909,0.059,4,20000000.0,0.597,1,0,0,0,0,0,0.865,0,0,0
CONT-0349,"Date, Deo and Krish Infrastructure Pvt Ltd",DIST-0445,ST-12,Class B,5000000.0,0.711,0.0089,0.0737,0.596,23,143302219.6459691,8997411.606733236,42378530.90399183,0.3269,0.0492,0.368,0.475,0.322,0.213,0.663,0.005,1,5000000.0,1.354,0,0,0,0,0,0,0.594,1,0,0
CONT-0350,Nagy and Sons Infrastructure Pvt Ltd,DIST-0225,ST-05,Class A,20000000.0,0.757,0.0652,0.0305,1.513,41,96539484.88466503,2192152.3200652273,37331812.914604224,0.037,0.1419,0.786,0.724,0.58,0.328,0.865,0.051,0,5000000.0,0.819,1,1,1,0,1,1,0.754,0,0,0
CONT-0351,"Ramaswamy, Suri and Dhar Infrastructure Pvt Ltd",DIST-0032,ST-01,Class B,5000000.0,0.852,0.0217,0.0306,1.465,33,120443750.14237066,7835922.255052711,37244055.27283095,0.1382,0.1805,0.323,0.676,0.158,0.446,0.697,0.031,0,5000000.0,0.651,0,0,0,0,0,0,0.666,0,0,0
CONT-0352,"Luthra, Sachdeva and Prashad Infrastructure Pvt Ltd",DIST-0376,ST-09,Class B,100000000.0,0.708,0.1388,0.1724,0.877,1,56946419.74353434,11515370.332929792,10811801.615383547,0.0799,0.2052,0.759,0.718,0.557,0.159,0.787,0.02,0,5000000.0,1.038,1,0,0,1,0,0,0.855,1,0,0
CONT-0353,Seth Enterprises,DIST-0503,ST-14,Class C,20000000.0,0.799,0.0469,0.1858,1.765,20,124012643.26468618,5971918.606999085,36226641.871205315,0.2848,0.1999,0.475,0.721,0.244,0.29,0.892,0.022,0,20000000.0,0.364,0,0,0,0,0,0,0.891,0,0,0
CONT-0354,Borra Enterprises,DIST-0161,ST-04,Class A,5000000.0,0.869,0.0204,0.0524,0.887,7,63903492.312421605,14537840.080461493,24138216.4050912,0.0172,0.2208,0.707,0.519,0.796,0.411,0.696,0.006,0,20000000.0,1.042,0,1,1,0,0,0,0.685,0,0,0
CONT-0355,Chander Enterprises,DIST-0416,ST-11,Class B,100000000.0,0.834,0.0235,0.0335,1.411,44,118985819.53300609,3324393.1807281272,33036691.99046268,0.2832,0.2536,0.938,0.211,0.112,0.25,0.738,0.055,1,5000000.0,1.484,1,0,0,0,0,0,0.719,0,0,0
CONT-0356,Varma-Mall Infrastructure Pvt Ltd,DIST-0232,ST-06,Class B,20000000.0,0.852,0.1572,0.0351,0.699,44,144881730.60863215,12753518.66777491,7733782.393848597,0.1766,0.0367,0.522,0.441,0.203,0.422,0.86,0.067,2,100000000.0,1.247,0,0,0,0,0,0,0.779,0,0,0
CONT-0357,"Pillay, Sha and Sura Infrastructure Pvt Ltd",DIST-0062,ST-01,Class B,5000000.0,0.94,0.0463,0.0539,1.195,32,37411133.04461699,10279972.380650315,21602740.208158992,0.163,0.276,0.797,0.445,0.755,0.138,0.836,0.012,0,100000000.0,0.216,0,0,0,0,0,0,0.856,0,0,0
CONT-0358,Agate-Chander Infrastructure Pvt Ltd,DIST-0446,ST-12,Class C,5000000.0,0.886,0.0671,0.1597,0.721,26,192372054.78298935,11270307.556718579,48501528.93841469,0.2325,0.1321,0.498,0.263,0.793,0.101,0.83,0.032,0,5000000.0,1.087,1,0,0,0,0,0,0.95,0,0,0
CONT-0359,Shanker Enterprises,DIST-0247,ST-06,Class B,5000000.0,0.901,0.1545,0.0426,1.387,7,90619005.0488104,4101887.560352868,36273113.95731609,0.2987,0.3369,0.67,0.359,0.337,0.352,0.786,0.059,0,5000000.0,1.045,0,0,0,0,0,0,0.668,0,0,0
CONT-0360,"Parmar, Bhatnagar and Warrior Infrastructure Pvt Ltd",DIST-0418,ST-11,Class B,20000000.0,0.882,0.1701,0.0325,0.815,7,20033002.567316834,3236827.294824783,5226477.296545034,0.1212,0.1311,0.523,0.363,0.147,0.078,0.71,0.025,0,5000000.0,1.491,0,0,0,0,0,0,0.843,0,1,0
CONT-0361,Kamdar-Sanghvi Infrastructure Pvt Ltd,DIST-0039,ST-01,Class B,20000000.0,0.815,0.0606,0.0094,1.542,10,150955210.64793578,7159081.216183454,19918423.46040763,0.1573,0.0972,0.338,0.764,0.271,0.345,0.885,0.003,1,20000000.0,1.314,0,0,0,0,0,0,0.987,0,0,0
CONT-0362,Kakar Enterprises,DIST-0010,ST-01,Class B,100000000.0,0.74,0.0381,0.0396,0.496,9,135967356.27776054,9500441.423569717,9458219.933316777,0.1931,0.2695,0.471,0.551,0.319,0.398,0.848,0.044,2,20000000.0,0.592,0,0,0,0,0,0,0.56,0,0,0
CONT-0363,Loyal-Naidu Infrastructure Pvt Ltd,DIST-0221,ST-05,Class A,20000000.0,0.953,0.0098,0.0324,1.06,23,203584887.90269858,5619422.280519021,35265773.370888904,0.135,0.1732,0.617,0.687,0.809,0.158,0.684,0.034,0,5000000.0,1.447,0,0,0,0,0,0,0.748,0,0,0
CONT-0364,Nazareth-De Infrastructure Pvt Ltd,DIST-0302,ST-07,Class A,5000000.0,0.963,0.1046,0.0215,1.327,3,36502122.62319605,13598511.002086256,46508673.496722765,0.324,0.0119,0.366,0.684,0.341,0.074,0.902,0.002,0,100000000.0,0.816,0,0,0,0,0,0,0.703,0,0,0
CONT-0365,"Sundaram, Oza and Bava Infrastructure Pvt Ltd",DIST-0556,ST-16,Class A,20000000.0,0.836,0.1096,0.0609,1.138,19,222088635.3816885,10867212.317317475,44163335.39313498,0.1717,0.1787,0.378,0.581,0.545,0.218,0.698,0.022,0,5000000.0,1.013,0,0,0,0,1,0,0.574,0,0,0
CONT-0366,Batra Enterprises,DIST-0131,ST-03,Class B,100000000.0,0.876,0.1978,0.0338,0.483,10,95253625.6770846,7476016.682093215,29410301.04891078,0.2866,0.0152,0.831,0.604,0.667,0.353,0.948,0.007,0,100000000.0,1.207,1,0,0,0,0,0,0.902,0,0,0
CONT-0367,Sharaf Inc Infrastructure Pvt Ltd,DIST-0093,ST-02,Class B,20000000.0,0.89,0.0469,0.1229,1.125,15,136820484.9656828,10916988.198675768,23863921.08886843,0.1517,0.0579,0.426,0.511,0.748,0.409,0.965,0.008,0,20000000.0,1.098,0,0,0,0,0,0,0.768,0,0,0
CONT-0368,Dugar Group Infrastructure Pvt Ltd,DIST-0033,ST-01,Class C,100000000.0,0.918,0.0538,0.0907,1.156,12,140459859.63096222,2703142.3474000636,8181324.769920458,0.1751,0.2049,0.454,0.635,0.391,0.285,0.765,0.057,0,5000000.0,1.161,0,0,0,0,0,0,0.818,0,0,0
CONT-0369,Acharya-Sangha Infrastructure Pvt Ltd,DIST-0049,ST-01,Class C,20000000.0,0.897,0.0455,0.0126,1.138,4,92528904.98111394,14821186.428057753,40739771.15151674,0.2686,0.0627,0.473,0.676,0.116,0.224,0.956,0.007,2,5000000.0,0.465,1,0,0,0,0,0,0.816,0,0,0
CONT-0370,Deo Ltd Infrastructure Pvt Ltd,DIST-0050,ST-01,Class C,20000000.0,0.733,0.0041,0.1128,1.56,43,61228135.74498012,9005092.96452284,40438940.00892055,0.313,0.164,0.893,0.225,0.608,0.363,0.79,0.001,0,5000000.0,0.413,1,0,0,0,0,0,0.632,0,0,0
CONT-0371,Dutt-Mahal Infrastructure Pvt Ltd,DIST-0423,ST-11,Class B,5000000.0,0.723,0.0057,0.0507,1.211,20,10004617.483978909,12624231.072246017,26394852.132939484,0.0342,0.1439,0.58,0.295,0.51,0.262,0.849,0.065,0,100000000.0,0.865,0,0,0,0,0,0,0.822,1,0,0
CONT-0372,Chander Enterprises,DIST-0015,ST-01,Class C,20000000.0,0.705,0.0308,0.0725,0.82,1,63443377.33271179,13154216.698427131,25904458.41327503,0.2348,0.2108,0.826,0.556,0.17,0.129,0.654,0.067,0,20000000.0,1.201,0,0,0,0,0,0,0.838,0,0,0
CONT-0373,"Patel, Krishna and Butala Infrastructure Pvt Ltd",DIST-0113,ST-03,Class C,20000000.0,0.78,0.0225,0.0218,1.365,22,138848635.86241183,9503099.238473369,19942882.440303564,0.1252,0.1339,0.534,0.768,0.452,0.447,0.774,0.056,0,20000000.0,1.444,0,0,0,0,0,0,0.965,0,0,0
CONT-0374,Prabhu Enterprises,DIST-0001,ST-01,Class A,5000000.0,0.863,0.0083,0.0843,1.015,43,141602628.5502153,2722630.490755392,37086453.09145958,0.072,0.1996,0.551,0.541,0.123,0.159,0.667,0.033,0,20000000.0,0.29,1,0,0,0,0,0,0.784,0,0,0
CONT-0375,"Gandhi, Ben and Randhawa Infrastructure Pvt Ltd",DIST-0524,ST-15,Class A,5000000.0,0.89,0.0534,0.1215,1.571,16,77367254.06585756,5416204.587609568,36364351.20160467,0.1498,0.3378,0.761,0.572,0.287,0.367,0.936,0.067,0,20000000.0,1.186,0,0,0,0,0,0,0.896,0,0,0
CONT-0376,"Mody, Kaur and Sanghvi Infrastructure Pvt Ltd",DIST-0086,ST-02,Class B,100000000.0,0.737,0.0571,0.0581,1.496,40,35556468.74601447,11075479.95363317,27166735.830709867,0.2964,0.1978,0.835,0.555,0.687,0.338,0.738,0.025,1,5000000.0,1.177,1,0,0,0,0,0,0.648,0,0,0
CONT-0377,"Chand, Chandran and Agarwal Infrastructure Pvt Ltd",DIST-0175,ST-05,Class C,20000000.0,0.88,0.1138,0.1272,1.252,8,99672659.96402568,11722425.14834022,28897310.4189031,0.1125,0.2555,0.492,0.751,0.102,0.377,0.751,0.077,1,5000000.0,1.57,0,0,0,0,0,0,0.95,0,0,0
CONT-0378,Sood Inc Infrastructure Pvt Ltd,DIST-0459,ST-12,Class B,20000000.0,0.786,0.1905,0.0356,1.641,43,18322595.908890847,10828079.31291703,15672852.611308824,0.1488,0.253,0.734,0.788,0.629,0.361,0.848,0.009,0,20000000.0,1.202,1,0,0,0,1,0,0.663,0,0,0
CONT-0379,Deo Enterprises,DIST-0591,ST-17,Class C,5000000.0,0.843,0.021,0.0267,0.441,20,28400179.79837965,11603702.093035972,15225552.09902074,0.0727,0.0133,0.217,0.484,0.506,0.282,0.801,0.037,1,5000000.0,0.533,0,0,0,0,0,0,0.76,0,0,1
CONT-0380,"Kara, Venkataraman and Saxena Infrastructure Pvt Ltd",DIST-0030,ST-01,Class A,5000000.0,0.774,0.0488,0.0952,0.836,7,49636566.93177836,10165150.045205196,35643501.41793802,0.0399,0.3302,0.787,0.64,0.427,0.111,0.817,0.013,0,5000000.0,0.546,0,0,0,0,1,0,0.712,0,1,0
CONT-0381,Andra Enterprises,DIST-0130,ST-03,Class C,20000000.0,0.903,0.0494,0.0288,1.13,10,217756861.80636147,10416961.470424999,24570514.126161445,0.2768,0.0311,0.81,0.767,0.271,0.065,0.886,0.016,4,5000000.0,0.522,1,0,0,0,0,0,0.805,0,0,0
CONT-0382,Anand Enterprises,DIST-0245,ST-06,Class B,100000000.0,0.946,0.0704,0.0176,1.725,28,197287261.05370668,2483596.5560731576,43359183.59638293,0.152,0.2975,0.23,0.826,0.595,0.233,0.75,0.025,0,5000000.0,0.849,0,0,0,0,0,0,0.859,0,0,0
CONT-0383,"Oza, Dara and Sami Infrastructure Pvt Ltd",DIST-0395,ST-10,Class C,20000000.0,0.853,0.1169,0.1238,1.351,2,81402090.07671176,6379238.833243469,43550075.975299075,0.3045,0.3268,0.885,0.867,0.469,0.089,0.914,0.051,0,100000000.0,0.674,0,0,0,0,0,0,0.566,0,0,0
CONT-0384,"Deo, Sridhar and Bobal Infrastructure Pvt Ltd",DIST-0295,ST-07,Class A,5000000.0,0.794,0.0889,0.0823,0.476,28,52822175.63159624,9399877.078371577,45217113.31440897,0.1393,0.3722,0.731,0.411,0.171,0.376,0.801,0.006,0,100000000.0,0.54,0,0,0,0,0,0,0.682,0,0,0
CONT-0385,Karnik Enterprises,DIST-0452,ST-12,Class B,20000000.0,0.769,0.1939,0.0082,1.333,25,227414713.76923332,7854443.359977878,41145249.12529174,0.1118,0.1301,0.924,0.548,0.145,0.384,0.725,0.07,2,5000000.0,1.015,0,0,0,0,0,0,0.781,0,0,0
CONT-0386,Chakraborty-Chaudry Infrastructure Pvt Ltd,DIST-0087,ST-02,Class B,100000000.0,0.767,0.0574,0.1078,1.078,36,195478049.1072732,4459824.451445652,36850535.30199941,0.2216,0.2734,0.4,0.768,0.519,0.34,0.96,0.068,1,5000000.0,0.276,0,0,0,1,0,0,0.864,0,0,0
CONT-0387,Munshi LLC Infrastructure Pvt Ltd,DIST-0499,ST-14,Class B,5000000.0,0.907,0.0334,0.0186,0.444,13,197890443.39440668,2088442.7384061138,26104951.116866667,0.0465,0.2407,0.949,0.32,0.818,0.396,0.975,0.061,1,20000000.0,1.414,1,0,0,0,0,0,0.827,0,0,0
CONT-0388,Devan-Raja Infrastructure Pvt Ltd,DIST-0036,ST-01,Class B,20000000.0,0.738,0.0219,0.2542,1.596,15,69721408.20153901,9356381.541539606,26732414.75115784,0.1538,0.3937,0.947,0.593,0.151,0.277,0.964,0.074,0,5000000.0,0.413,0,0,0,0,0,0,0.699,0,0,0
CONT-0389,Dhar Inc Infrastructure Pvt Ltd,DIST-0283,ST-07,Class B,20000000.0,0.93,0.0115,0.0898,1.769,8,49857512.14885454,11948008.20764065,41846848.88096477,0.2505,0.3466,0.478,0.683,0.298,0.229,0.73,0.012,0,20000000.0,1.425,0,0,0,0,0,0,0.552,0,0,0
CONT-0390,"Anand, Gala and Sarraf Infrastructure Pvt Ltd",DIST-0292,ST-07,Class C,5000000.0,0.797,0.0261,0.0727,0.824,30,20113999.579474192,3668081.4812284727,19016506.233720418,0.3165,0.0955,0.745,0.317,0.56,0.285,0.855,0.023,0,100000000.0,0.997,1,0,0,0,0,0,0.58,0,0,0
CONT-0391,Kala-Doshi Infrastructure Pvt Ltd,DIST-0453,ST-12,Class C,20000000.0,0.916,0.0729,0.2299,0.489,36,157120527.59366938,11275261.210583659,41723787.22370363,0.1224,0.3363,0.466,0.205,0.558,0.147,0.691,0.021,1,100000000.0,1.546,0,0,0,0,0,0,0.903,0,0,0
CONT-0392,Savant-Kalla Infrastructure Pvt Ltd,DIST-0243,ST-06,Class A,20000000.0,0.873,0.0163,0.0351,0.793,34,202227782.5785346,3572465.3670696863,14307111.4078708,0.0876,0.2582,0.681,0.46,0.307,0.352,0.66,0.059,0,100000000.0,0.779,0,0,0,0,0,0,0.662,0,0,0
CONT-0393,Chaudhry and Sons Infrastructure Pvt Ltd,DIST-0234,ST-06,Class B,100000000.0,0.804,0.1232,0.1271,0.626,38,80614320.45486437,3262725.3196287984,12778135.522274138,0.298,0.2832,0.422,0.384,0.16,0.19,0.781,0.072,0,20000000.0,0.389,0,0,0,0,0,0,0.584,0,0,0
CONT-0394,Dasgupta Enterprises,DIST-0188,ST-05,Class B,20000000.0,0.873,0.0177,0.0725,1.754,40,31169419.180315547,11111523.998693498,13736227.967554245,0.1073,0.1576,0.782,0.861,0.793,0.118,0.67,0.066,0,20000000.0,1.57,1,0,0,0,0,0,0.932,0,0,0
CONT-0395,"Rajagopalan, Panchal and Sanghvi Infrastructure Pvt Ltd",DIST-0391,ST-10,Class C,20000000.0,0.841,0.172,0.0248,1.289,14,182368703.77701828,10265772.450081423,43354760.50940507,0.1433,0.3412,0.338,0.34,0.638,0.35,0.948,0.022,0,20000000.0,1.425,0,0,0,0,0,0,0.766,0,0,0
CONT-0396,Dey-Kota Infrastructure Pvt Ltd,DIST-0444,ST-12,Class C,5000000.0,0.729,0.0758,0.0342,0.537,39,165416828.65987912,5758060.22150612,11438245.28268185,0.1952,0.3038,0.823,0.53,0.633,0.383,0.872,0.042,0,5000000.0,0.648,0,0,0,0,0,0,0.642,0,0,0
CONT-0397,Malhotra Enterprises,DIST-0192,ST-05,Class A,20000000.0,0.767,0.0514,0.0273,1.622,37,152661721.02577847,2467819.092853852,32951426.304632664,0.2201,0.2273,0.674,0.878,0.847,0.258,0.68,0.011,0,100000000.0,0.81,1,0,0,0,0,0,0.719,0,0,0
CONT-0398,"Chad, Kothari and Mane Infrastructure Pvt Ltd",DIST-0515,ST-15,Class B,5000000.0,0.794,0.0565,0.0097,0.697,4,218300227.5254021,11025008.735149296,12994324.37789618,0.3412,0.3828,0.368,0.653,0.601,0.052,0.877,0.018,2,100000000.0,1.467,0,1,1,0,0,0,0.709,0,0,0
CONT-0399,"Bala, Mitra and Jha Infrastructure Pvt Ltd",DIST-0020,ST-01,Class B,20000000.0,0.88,0.0908,0.0733,0.686,26,204962504.36559334,8863410.660686485,43120898.07405872,0.2381,0.0651,0.756,0.897,0.131,0.148,0.847,0.033,0,20000000.0,1.303,1,0,0,0,0,0,0.928,0,0,1
CONT-0400,Vasa Enterprises,DIST-0533,ST-15,Class C,20000000.0,0.946,0.2274,0.0207,0.792,38,130813777.85477877,11755406.776978752,17131936.888623573,0.2555,0.1902,0.503,0.452,0.209,0.183,0.94,0.008,2,5000000.0,0.707,0,0,0,0,0,0,0.613,0,0,0
