tender_id,project_id,tender_exists,procurement_method,tender_publication_date,tender_duration,bid_count,qualified_bid_count,single_bid_flag,bid_competition_score,tender_type,winning_bid,winning_bid_amount,winning_bid_deviation,winning_bid_vs_lowest_bid,bid_price_similarity,bidder_disqualification_rate,re_tender_count,tender_cancellation_count,tender_bypass_flag,repeated_winner_flag,bid_rotation_score,repeated_loser_score,procurement_compliance_flag
TND-000134,MPLADS-000134,1,Open e-Tender,2023-07-01,15,3,3,0,0.5,Open e-Tender,2167000.0,2167000.0,-0.0091,0.0285,0.9868,0.03,0,0,0,0,0.489,0.49,1
TND-000135,MPLADS-000135,1,Direct / Single Inquiry,2022-12-14,20,1,1,1,0.167,Single Tender Inquiry,1301000.0,1301000.0,-0.0469,0.0287,0.0,0.114,0,0,0,0,0.523,0.078,0
TND-000136,MPLADS-000136,1,Open e-Tender,2022-05-14,22,6,5,0,1.0,Open e-Tender,2003000.0,2003000.0,-0.0258,0.0114,0.9168,0.028,0,0,0,1,0.731,0.322,1
TND-000137,MPLADS-000137,1,Open e-Tender,2022-05-30,28,4,4,0,0.667,Open e-Tender,1350000.0,1350000.0,-0.0446,0.001,0.8946,0.189,1,0,0,0,0.559,0.064,1
TND-000138,MPLADS-000138,1,Open e-Tender,2022-12-16,17,7,6,0,1.0,Open e-Tender,2215000.0,2215000.0,-0.0212,0.0255,0.8744,0.122,0,0,0,0,0.197,0.393,1
TND-000139,MPLADS-000139,1,Open e-Tender,2022-11-17,25,7,7,0,1.0,Open e-Tender,2307000.0,2307000.0,-0.006,0.0286,0.9268,0.002,0,0,0,0,0.571,0.284,1
TND-000140,MPLADS-000140,1,Open e-Tender,2023-01-14,28,4,3,0,0.667,Open e-Tender,2903000.0,2903000.0,-0.0099,0.0176,0.9345,0.177,0,0,0,0,0.555,0.467,1
TND-000141,MPLADS-000141,1,Direct / Single Inquiry,2023-10-14,18,1,1,1,0.167,Single Tender Inquiry,682000.0,682000.0,-0.0683,0.0047,0.0,0.065,0,0,0,0,0.699,0.232,0
TND-000142,MPLADS-000142,1,Open e-Tender,2022-04-16,27,5,4,0,0.833,Open e-Tender,1046000.0,1046000.0,-0.0224,0.0207,0.9225,0.167,0,0,0,0,0.193,0.474,1
TND-000143,MPLADS-000143,1,Open e-Tender,2023-09-15,29,5,5,0,0.833,Open e-Tender,1988000.0,1988000.0,-0.0442,0.0118,0.9516,0.172,0,0,0,0,0.467,0.078,1
TND-000144,MPLADS-000144,1,Open e-Tender,2022-08-27,20,3,3,0,0.5,Open e-Tender,536000.0,536000.0,-0.0463,0.0161,0.8696,0.17,0,0,0,0,0.458,0.22,1
TND-000145,MPLADS-000145,1,Open e-Tender,2023-06-10,27,6,5,0,1.0,Open e-Tender,1770000.0,1770000.0,-0.0565,0.0412,0.973,0.146,0,0,0,0,0.361,0.433,1
TND-000146,MPLADS-000146,1,Open e-Tender,2023-09-29,27,5,4,0,0.833,Open e-Tender,2087000.0,2087000.0,-0.0729,0.0335,0.9266,0.204,0,0,0,0,0.241,0.483,1
TND-000147,MPLADS-000147,1,Open e-Tender,2023-08-15,14,4,3,0,0.667,Open e-Tender,751000.0,751000.0,-0.0322,0.0266,0.8918,0.235,0,0,0,0,0.113,0.301,1
TND-000148,MPLADS-000148,1,Open e-Tender,2022-08-06,29,3,3,0,0.5,Open e-Tender,3472000.0,3472000.0,0.0131,0.0255,0.8714,0.017,0,0,0,0,0.684,0.493,1
TND-000149,MPLADS-000149,1,Open e-Tender,2022-06-17,25,3,3,0,0.5,Open e-Tender,2386000.0,2386000.0,-0.0486,0.0317,0.9707,0.087,0,0,0,0,0.117,0.472,1
TND-000150,MPLADS-000150,1,Open e-Tender,2023-11-19,22,3,3,0,0.5,Open e-Tender,2836000.0,2836000.0,-0.0702,0.0313,0.926,0.216,0,0,0,0,0.588,0.407,1
TND-000151,MPLADS-000151,1,Open e-Tender,2022-04-17,23,3,3,0,0.5,Open e-Tender,606000.0,606000.0,-0.0411,0.0075,0.9834,0.202,0,0,0,0,0.264,0.422,1
TND-000152,MPLADS-000152,1,Open e-Tender,2023-11-04,19,7,7,0,1.0,Open e-Tender,416000.0,416000.0,-0.037,0.0108,0.9504,0.13,0,0,0,1,0.663,0.31,1
TND-000153,MPLADS-000153,1,Open e-Tender,2022-08-10,17,7,7,0,1.0,Open e-Tender,667000.0,667000.0,-0.0104,0.0325,0.9218,0.017,0,0,0,0,0.256,0.336,1
TND-000154,MPLADS-000154,1,Open e-Tender,2023-09-03,17,4,4,0,0.667,Open e-Tender,12319000.0,12319000.0,-0.0359,0.0257,0.851,0.062,0,0,0,1,0.35,0.097,1
TND-000155,MPLADS-000155,1,Open e-Tender,2022-08-02,22,3,2,0,0.5,Open e-Tender,15891000.0,15891000.0,-0.0296,0.0138,0.86,0.097,0,0,0,0,0.308,0.166,1
TND-000156,MPLADS-000156,1,Open e-Tender,2023-02-20,18,6,6,0,1.0,Open e-Tender,12211000.0,12211000.0,-0.0516,0.0483,0.9432,0.188,0,0,0,0,0.715,0.12,1
TND-000157,MPLADS-000157,1,Open e-Tender,2022-01-09,20,4,3,0,0.667,Open e-Tender,14793000.0,14793000.0,-0.0742,0.0297,0.9814,0.154,0,0,0,1,0.396,0.069,1
TND-000158,MPLADS-000158,1,Open e-Tender,2022-03-10,18,5,5,0,0.833,Open e-Tender,2645000.0,2645000.0,-0.0451,0.0458,0.8894,0.198,0,0,0,0,0.554,0.128,1
TND-000159,MPLADS-000159,1,Open e-Tender,2022-12-01,15,3,2,0,0.5,Open e-Tender,1120000.0,1120000.0,-0.0572,0.0153,0.9875,0.021,0,0,0,0,0.105,0.299,1
TND-000160,MPLADS-000160,1,Open e-Tender,2022-09-08,19,3,2,0,0.5,Open e-Tender,1830000.0,1830000.0,0.0105,0.0216,0.8985,0.223,0,0,0,0,0.308,0.106,1
TND-000161,MPLADS-000161,1,Open e-Tender,2022-11-06,15,5,5,0,0.833,Open e-Tender,12016000.0,12016000.0,-0.0397,0.0302,0.8703,0.117,0,0,0,0,0.668,0.111,1
TND-000162,MPLADS-000162,1,Open e-Tender,2023-03-12,20,5,4,0,0.833,Open e-Tender,2429000.0,2429000.0,-0.0045,0.0415,0.9825,0.117,0,0,0,1,0.437,0.462,1
TND-000163,MPLADS-000163,1,Open e-Tender,2023-09-03,20,5,5,0,0.833,Open e-Tender,449000.0,449000.0,-0.078,0.0286,0.9283,0.207,0,0,0,0,0.399,0.401,1
TND-000164,MPLADS-000164,1,Open e-Tender,2022-08-24,19,5,5,0,0.833,Open e-Tender,587000.0,587000.0,-0.0051,0.05,0.9338,0.17,0,0,0,1,0.557,0.47,1
TND-000165,MPLADS-000165,1,Direct / Single Inquiry,2023-03-04,25,1,1,1,0.167,Single Tender Inquiry,2959000.0,2959000.0,-0.0074,0.0238,0.0,0.008,0,0,0,0,0.279,0.188,0
TND-000166,MPLADS-000166,1,Open e-Tender,2023-05-23,28,3,3,0,0.5,Open e-Tender,2012000.0,2012000.0,-0.0074,0.0411,0.9431,0.102,0,0,0,0,0.671,0.295,1
TND-000167,MPLADS-000167,1,Open e-Tender,2023-11-09,17,3,2,0,0.5,Open e-Tender,1403000.0,1403000.0,-0.0764,0.0125,0.9129,0.171,0,0,0,0,0.58,0.389,1
TND-000168,MPLADS-000168,1,Open e-Tender,2022-11-11,23,4,3,0,0.667,Open e-Tender,3301000.0,3301000.0,-0.0495,0.04,0.9101,0.038,0,0,0,0,0.386,0.405,1
TND-000169,MPLADS-000169,1,Open e-Tender,2023-06-09,21,4,3,0,0.667,Open e-Tender,1581000.0,1581000.0,-0.0716,0.0292,0.9513,0.236,0,0,0,0,0.252,0.094,1
TND-000170,MPLADS-000170,1,Open e-Tender,2023-03-03,14,5,5,0,0.833,Open e-Tender,1627000.0,1627000.0,-0.0463,0.0282,0.9266,0.191,0,0,0,1,0.311,0.306,1
TND-000171,MPLADS-000171,1,Open e-Tender,2022-04-15,24,5,4,0,0.833,Open e-Tender,16412000.0,16412000.0,-0.0208,0.0475,0.8606,0.178,0,0,0,1,0.279,0.096,1
TND-000172,MPLADS-000172,1,Open e-Tender,2022-09-10,14,6,6,0,1.0,Open e-Tender,11921000.0,11921000.0,-0.0692,0.0253,0.9121,0.149,1,0,0,1,0.415,0.482,1
TND-000173,MPLADS-000173,1,Open e-Tender,2022-05-30,24,6,5,0,1.0,Open e-Tender,2972000.0,2972000.0,-0.0319,0.0303,0.9027,0.18,0,0,0,0,0.383,0.11,1
TND-000174,MPLADS-000174,1,Open e-Tender,2023-05-15,16,4,4,0,0.667,Open e-Tender,1873000.0,1873000.0,-0.0183,0.0135,0.9376,0.146,0,0,0,0,0.474,0.253,1
TND-000175,MPLADS-000175,1,Open e-Tender,2022-03-30,15,5,4,0,0.833,Open e-Tender,3182000.0,3182000.0,-0.0566,0.0428,0.9541,0.072,0,0,0,0,0.374,0.214,1
TND-000176,MPLADS-000176,1,Open e-Tender,2023-08-29,17,7,6,0,1.0,Open e-Tender,1961000.0,1961000.0,-0.0306,0.0241,0.9805,0.205,0,0,0,0,0.16,0.386,1
TND-000177,MPLADS-000177,1,Open e-Tender,2022-03-14,19,4,3,0,0.667,Open e-Tender,1649000.0,1649000.0,-0.0501,0.043,0.9576,0.003,0,0,0,1,0.121,0.372,1
TND-000178,MPLADS-000178,1,Open e-Tender,2023-11-02,14,4,3,0,0.667,Open e-Tender,1880000.0,1880000.0,-0.0188,0.0022,0.9071,0.208,1,0,0,0,0.702,0.234,1
TND-000179,MPLADS-000179,1,Open e-Tender,2023-06-01,18,6,5,0,1.0,Open e-Tender,1815000.0,1815000.0,-0.0567,0.0314,0.8776,0.008,0,0,0,0,0.14,0.31,1
TND-000180,MPLADS-000180,1,Open e-Tender,2023-10-31,17,7,6,0,1.0,Open e-Tender,2454000.0,2454000.0,-0.0697,0.0107,0.9147,0.009,0,0,0,1,0.268,0.16,1
TND-000181,MPLADS-000181,1,Open e-Tender,2023-10-13,18,6,5,0,1.0,Open e-Tender,1325000.0,1325000.0,0.0122,0.0376,0.8714,0.057,0,0,0,0,0.21,0.372,1
TND-000182,MPLADS-000182,1,Open e-Tender,2022-09-20,23,3,3,0,0.5,Open e-Tender,2845000.0,2845000.0,-0.0539,0.0499,0.883,0.124,0,0,0,0,0.125,0.281,1
TND-000183,MPLADS-000183,1,Open e-Tender,2023-10-24,14,3,3,0,0.5,Open e-Tender,2747000.0,2747000.0,-0.0485,0.0393,0.8993,0.23,0,0,0,0,0.704,0.299,1
TND-000184,MPLADS-000184,1,Open e-Tender,2022-01-22,19,3,3,0,0.5,Open e-Tender,4124000.0,4124000.0,-0.0115,0.0314,0.9338,0.017,1,0,0,0,0.674,0.122,1
TND-000185,MPLADS-000185,1,Open e-Tender,2023-05-23,17,5,5,0,0.833,Open e-Tender,1884000.0,1884000.0,0.0107,0.0034,0.9095,0.142,0,0,0,1,0.395,0.212,1
TND-000186,MPLADS-000186,1,Direct / Single Inquiry,2022-12-13,18,1,1,1,0.167,Single Tender Inquiry,3293000.0,3293000.0,-0.0411,0.0489,0.0,0.049,0,0,0,0,0.195,0.165,0
TND-000187,MPLADS-000187,1,Open e-Tender,2022-12-06,17,4,3,0,0.667,Open e-Tender,1675000.0,1675000.0,-0.0797,0.027,0.9218,0.024,0,0,0,0,0.49,0.343,1
TND-000188,MPLADS-000188,1,Open e-Tender,2023-04-08,15,7,7,0,1.0,Open e-Tender,1751000.0,1751000.0,0.0116,0.0311,0.9492,0.209,1,0,0,0,0.543,0.462,1
TND-000189,MPLADS-000189,1,Open e-Tender,2022-12-04,29,6,5,0,1.0,Open e-Tender,787000.0,787000.0,-0.0484,0.0257,0.8768,0.18,0,0,0,0,0.685,0.218,1
TND-000190,MPLADS-000190,1,Open e-Tender,2022-06-22,26,5,4,0,0.833,Open e-Tender,2578000.0,2578000.0,-0.0659,0.047,0.8651,0.221,1,0,0,0,0.22,0.23,1
TND-000191,MPLADS-000191,1,Open e-Tender,2022-06-06,29,3,3,0,0.5,Open e-Tender,16382000.0,16382000.0,0.0047,0.0311,0.913,0.153,0,0,0,1,0.324,0.256,1
TND-000192,MPLADS-000192,1,Open e-Tender,2022-11-04,23,3,3,0,0.5,Open e-Tender,2399000.0,2399000.0,-0.0196,0.0396,0.9262,0.141,1,0,0,0,0.101,0.467,1
TND-000193,MPLADS-000193,1,Open e-Tender,2023-06-12,21,7,7,0,1.0,Open e-Tender,1135000.0,1135000.0,-0.0105,0.0428,0.9009,0.024,0,0,0,0,0.146,0.209,1
TND-000194,MPLADS-000194,1,Open e-Tender,2022-08-22,28,7,6,0,1.0,Open e-Tender,2138000.0,2138000.0,-0.0193,0.0137,0.87,0.101,0,0,0,1,0.393,0.321,1
TND-000195,MPLADS-000195,1,Open e-Tender,2023-01-17,25,7,6,0,1.0,Open e-Tender,1023000.0,1023000.0,-0.001,0.0083,0.9648,0.05,0,0,0,0,0.154,0.09,1
TND-000196,MPLADS-000196,1,Open e-Tender,2023-01-22,22,5,4,0,0.833,Open e-Tender,3404000.0,3404000.0,-0.0362,0.018,0.9559,0.209,1,0,0,0,0.597,0.197,1
TND-000197,MPLADS-000197,1,Open e-Tender,2022-05-02,16,4,3,0,0.667,Open e-Tender,2347000.0,2347000.0,0.0121,0.0456,0.8739,0.092,0,0,0,0,0.386,0.229,1
TND-000198,MPLADS-000198,1,Open e-Tender,2022-11-08,18,6,5,0,1.0,Open e-Tender,575000.0,575000.0,-0.0605,0.0098,0.8605,0.213,0,0,0,0,0.227,0.375,1
TND-000199,MPLADS-000199,1,Open e-Tender,2023-06-13,14,6,6,0,1.0,Open e-Tender,2169000.0,2169000.0,-0.0619,0.0209,0.9826,0.173,0,0,0,0,0.184,0.403,1
TND-000200,MPLADS-000200,1,Open e-Tender,2023-03-04,20,7,6,0,1.0,Open e-Tender,7911000.0,7911000.0,-0.047,0.0035,0.8829,0.004,0,0,0,1,0.392,0.342,1
TND-000201,MPLADS-000201,1,Open e-Tender,2023-09-03,28,5,5,0,0.833,Open e-Tender,1880000.0,1880000.0,-0.0021,0.0245,0.8846,0.027,0,0,0,1,0.156,0.482,1
TND-000202,MPLADS-000202,1,Open e-Tender,2022-01-25,24,4,4,0,0.667,Open e-Tender,2934000.0,2934000.0,-0.033,0.0038,0.9031,0.133,0,0,0,0,0.283,0.222,1
TND-000203,MPLADS-000203,1,Open e-Tender,2022-11-18,28,5,5,0,0.833,Open e-Tender,684000.0,684000.0,-0.063,0.0051,0.9093,0.245,1,0,0,0,0.261,0.313,1
TND-000204,MPLADS-000204,1,Open e-Tender,2022-10-22,14,5,5,0,0.833,Open e-Tender,14294000.0,14294000.0,-0.0086,0.0255,0.9893,0.102,0,0,0,0,0.435,0.255,1
TND-000205,MPLADS-000205,1,Open e-Tender,2023-12-17,18,5,4,0,0.833,Open e-Tender,2351000.0,2351000.0,0.0103,0.0189,0.8536,0.174,0,0,0,0,0.213,0.327,1
TND-000206,MPLADS-000206,1,Open e-Tender,2022-08-06,27,7,6,0,1.0,Open e-Tender,1819000.0,1819000.0,-0.056,0.0272,0.8848,0.22,1,0,0,0,0.586,0.483,1
TND-000207,MPLADS-000207,1,Open e-Tender,2023-08-08,18,7,6,0,1.0,Open e-Tender,3051000.0,3051000.0,-0.0068,0.0157,0.9485,0.071,0,0,0,0,0.691,0.253,1
TND-000208,MPLADS-000208,1,Open e-Tender,2023-07-31,25,5,4,0,0.833,Open e-Tender,1417000.0,1417000.0,-0.0733,0.0141,0.8574,0.188,0,0,0,1,0.681,0.47,1
TND-000209,MPLADS-000209,1,Open e-Tender,2022-11-22,16,7,7,0,1.0,Open e-Tender,3050000.0,3050000.0,0.0066,0.0221,0.8824,0.188,0,0,0,0,0.202,0.257,1
TND-000210,MPLADS-000210,1,Open e-Tender,2023-10-19,25,3,3,0,0.5,Open e-Tender,1937000.0,1937000.0,-0.0232,0.0111,0.9889,0.103,0,0,0,0,0.527,0.143,1
TND-000211,MPLADS-000211,1,Open e-Tender,2022-04-09,27,6,5,0,1.0,Open e-Tender,2927000.0,2927000.0,0.0111,0.0002,0.9446,0.079,0,0,0,0,0.371,0.063,1
TND-000212,MPLADS-000212,1,Open e-Tender,2023-06-09,26,7,7,0,1.0,Open e-Tender,1793000.0,1793000.0,-0.0573,0.037,0.9861,0.231,0,0,0,0,0.356,0.379,1
TND-000213,MPLADS-000213,1,Open e-Tender,2023-01-24,15,6,5,0,1.0,Open e-Tender,2015000.0,2015000.0,-0.0199,0.0197,0.8545,0.131,0,0,0,1,0.324,0.111,1
TND-000214,MPLADS-000214,1,Open e-Tender,2022-02-28,25,6,5,0,1.0,Open e-Tender,12153000.0,12153000.0,-0.04,0.0091,0.9659,0.031,0,0,0,0,0.513,0.323,1
TND-000215,MPLADS-000215,1,Open e-Tender,2022-05-31,19,7,6,0,1.0,Open e-Tender,2606000.0,2606000.0,-0.0265,0.0027,0.9761,0.232,0,0,0,1,0.472,0.079,1
TND-000216,MPLADS-000216,1,Open e-Tender,2022-05-24,27,3,3,0,0.5,Open e-Tender,15666000.0,15666000.0,-0.0074,0.0119,0.9004,0.16,0,0,0,1,0.625,0.439,1
TND-000217,MPLADS-000217,1,Open e-Tender,2023-12-03,18,5,4,0,0.833,Open e-Tender,461000.0,461000.0,0.0044,0.0274,0.9486,0.077,1,0,0,0,0.203,0.07,1
TND-000218,MPLADS-000218,1,Open e-Tender,2022-04-26,25,6,5,0,1.0,Open e-Tender,475000.0,475000.0,-0.0084,0.0205,0.867,0.023,0,0,0,1,0.656,0.19,1
TND-000219,MPLADS-000219,1,Open e-Tender,2022-11-06,27,6,6,0,1.0,Open e-Tender,2657000.0,2657000.0,-0.0736,0.0122,0.9284,0.152,0,0,0,0,0.465,0.264,1
TND-000220,MPLADS-000220,1,Open e-Tender,2022-12-03,29,7,7,0,1.0,Open e-Tender,1039000.0,1039000.0,-0.0698,0.0494,0.934,0.04,1,0,0,0,0.125,0.087,1
TND-000221,MPLADS-000221,1,Open e-Tender,2023-03-08,20,4,3,0,0.667,Open e-Tender,998000.0,998000.0,0.004,0.0183,0.8959,0.193,0,0,0,0,0.57,0.244,1
TND-000222,MPLADS-000222,1,Open e-Tender,2022-09-10,21,7,7,0,1.0,Open e-Tender,2635000.0,2635000.0,-0.0164,0.0451,0.9822,0.064,0,0,0,0,0.166,0.184,1
TND-000223,MPLADS-000223,1,Open e-Tender,2023-01-31,26,6,5,0,1.0,Open e-Tender,1111000.0,1111000.0,0.0193,0.0475,0.8886,0.031,0,0,0,0,0.562,0.451,1
TND-000224,MPLADS-000224,1,Open e-Tender,2023-08-30,29,7,6,0,1.0,Open e-Tender,2344000.0,2344000.0,-0.0246,0.0263,0.935,0.149,0,0,0,1,0.118,0.309,1
TND-000225,MPLADS-000225,1,Open e-Tender,2023-03-26,15,6,6,0,1.0,Open e-Tender,623000.0,623000.0,-0.0189,0.0136,0.9677,0.064,0,0,0,0,0.644,0.353,1
TND-000226,MPLADS-000226,1,Open e-Tender,2023-11-07,16,7,6,0,1.0,Open e-Tender,3192000.0,3192000.0,-0.0759,0.044,0.9349,0.08,0,0,0,0,0.451,0.165,1
TND-000227,MPLADS-000227,1,Open e-Tender,2022-01-25,28,3,2,0,0.5,Open e-Tender,600000.0,600000.0,-0.0066,0.0108,0.9466,0.168,0,0,0,0,0.22,0.289,1
TND-000228,MPLADS-000228,1,Direct / Single Inquiry,2022-04-18,18,1,1,1,0.167,Single Tender Inquiry,2652000.0,2652000.0,-0.075,0.0027,0.0,0.011,1,0,0,0,0.649,0.113,0
TND-000229,MPLADS-000229,1,Open e-Tender,2022-02-19,18,7,6,0,1.0,Open e-Tender,2074000.0,2074000.0,0.0122,0.0222,0.9687,0.105,0,0,0,0,0.558,0.4,1
TND-000230,MPLADS-000230,1,Open e-Tender,2023-01-15,15,5,4,0,0.833,Open e-Tender,2394000.0,2394000.0,0.0067,0.0038,0.8514,0.116,0,0,0,0,0.38,0.208,1
TND-000231,MPLADS-000231,1,Open e-Tender,2023-03-13,21,5,4,0,0.833,Open e-Tender,943000.0,943000.0,-0.0645,0.0059,0.9437,0.082,0,0,0,0,0.61,0.203,1
TND-000232,MPLADS-000232,1,Open e-Tender,2022-06-20,28,7,6,0,1.0,Open e-Tender,630000.0,630000.0,-0.0735,0.0166,0.9491,0.149,1,0,0,1,0.71,0.149,1
TND-000233,MPLADS-000233,1,Open e-Tender,2023-06-18,23,5,5,0,0.833,Open e-Tender,13406000.0,13406000.0,-0.0782,0.0192,0.9482,0.05,0,0,0,1,0.442,0.163,1
TND-000234,MPLADS-000234,1,Open e-Tender,2022-02-02,24,5,4,0,0.833,Open e-Tender,663000.0,663000.0,-0.0501,0.0458,0.8794,0.211,0,0,0,0,0.705,0.482,1
TND-000235,MPLADS-000235,1,Open e-Tender,2022-02-20,23,6,6,0,1.0,Open e-Tender,753000.0,753000.0,-0.0646,0.0216,0.9843,0.01,0,0,0,1,0.631,0.266,1
TND-000236,MPLADS-000236,1,Open e-Tender,2023-06-17,18,6,5,0,1.0,Open e-Tender,3384000.0,3384000.0,0.0111,0.0464,0.9164,0.173,0,0,0,0,0.412,0.473,1
TND-000237,MPLADS-000237,1,Open e-Tender,2022-12-22,14,6,5,0,1.0,Open e-Tender,1187000.0,1187000.0,-0.0342,0.0083,0.9319,0.047,0,0,0,0,0.401,0.195,1
TND-000238,MPLADS-000238,1,Open e-Tender,2023-10-24,27,7,6,0,1.0,Open e-Tender,1203000.0,1203000.0,-0.0008,0.0131,0.9809,0.234,0,0,0,0,0.251,0.318,1
TND-000239,MPLADS-000239,1,Open e-Tender,2023-02-12,24,6,6,0,1.0,Open e-Tender,2501000.0,2501000.0,-0.0257,0.01,0.9427,0.109,0,0,0,0,0.134,0.057,1
TND-000240,MPLADS-000240,1,Open e-Tender,2023-05-12,29,5,4,0,0.833,Open e-Tender,982000.0,982000.0,-0.0674,0.0111,0.8686,0.202,0,0,0,0,0.252,0.287,1
TND-000241,MPLADS-000241,1,Open e-Tender,2023-09-16,23,6,6,0,1.0,Open e-Tender,2922000.0,2922000.0,-0.0224,0.033,0.9569,0.156,0,0,0,0,0.516,0.455,1
TND-000242,MPLADS-000242,1,Open e-Tender,2022-03-31,14,5,5,0,0.833,Open e-Tender,532000.0,532000.0,0.0057,0.004,0.9286,0.102,0,0,0,0,0.745,0.238,1
TND-000243,MPLADS-000243,1,Open e-Tender,2023-03-19,25,5,4,0,0.833,Open e-Tender,2045000.0,2045000.0,-0.0506,0.0188,0.9285,0.061,0,0,0,0,0.312,0.204,1
TND-000244,MPLADS-000244,1,Open e-Tender,2022-07-20,16,7,6,0,1.0,Open e-Tender,2201000.0,2201000.0,-0.0165,0.0161,0.8953,0.141,0,0,0,1,0.594,0.129,1
TND-000245,MPLADS-000245,1,Open e-Tender,2023-07-10,16,7,7,0,1.0,Open e-Tender,613000.0,613000.0,0.0033,0.0221,0.922,0.036,0,0,0,0,0.251,0.308,1
TND-000246,MPLADS-000246,1,Open e-Tender,2023-12-02,28,5,4,0,0.833,Open e-Tender,2002000.0,2002000.0,-0.0253,0.0289,0.9113,0.014,0,0,0,0,0.269,0.405,1
TND-000247,MPLADS-000247,1,Open e-Tender,2022-09-02,23,7,6,0,1.0,Open e-Tender,11790000.0,11790000.0,-0.0398,0.0134,0.9353,0.086,0,0,0,0,0.749,0.19,1
TND-000248,MPLADS-000248,1,Open e-Tender,2022-11-04,20,3,2,0,0.5,Open e-Tender,2372000.0,2372000.0,-0.0121,0.0365,0.9797,0.092,0,0,0,1,0.311,0.281,1
TND-000249,MPLADS-000249,1,Open e-Tender,2022-10-08,17,5,5,0,0.833,Open e-Tender,1825000.0,1825000.0,-0.0183,0.0413,0.9724,0.041,0,0,0,1,0.39,0.12,1
TND-000250,MPLADS-000250,1,Open e-Tender,2022-01-20,20,4,4,0,0.667,Open e-Tender,645000.0,645000.0,-0.0373,0.0216,0.8752,0.005,0,0,0,0,0.113,0.186,1
TND-000251,MPLADS-000251,1,Open e-Tender,2023-06-01,20,3,2,0,0.5,Open e-Tender,2890000.0,2890000.0,-0.0418,0.0452,0.8955,0.1,0,0,0,1,0.561,0.414,1
TND-000252,MPLADS-000252,1,Open e-Tender,2022-03-12,25,3,3,0,0.5,Open e-Tender,2237000.0,2237000.0,-0.0084,0.0001,0.8622,0.11,0,0,0,0,0.11,0.316,1
TND-000253,MPLADS-000253,1,Open e-Tender,2022-01-29,23,4,4,0,0.667,Open e-Tender,631000.0,631000.0,-0.0217,0.048,0.9351,0.002,0,0,0,0,0.279,0.424,1
TND-000254,MPLADS-000254,1,Open e-Tender,2023-04-17,22,6,5,0,1.0,Open e-Tender,506000.0,506000.0,-0.0681,0.0285,0.9368,0.22,0,0,0,0,0.318,0.28,1
TND-000255,MPLADS-000255,1,Open e-Tender,2022-10-23,26,7,6,0,1.0,Open e-Tender,551000.0,551000.0,0.0166,0.0057,0.9796,0.06,0,0,0,0,0.581,0.064,1
TND-000256,MPLADS-000256,1,Open e-Tender,2022-08-04,24,3,3,0,0.5,Open e-Tender,2844000.0,2844000.0,-0.0555,0.0297,0.9795,0.23,0,0,0,0,0.563,0.481,1
TND-000257,MPLADS-000257,1,Open e-Tender,2022-03-31,14,6,5,0,1.0,Open e-Tender,10960000.0,10960000.0,-0.0177,0.0264,0.8829,0.142,0,0,0,0,0.653,0.282,1
TND-000258,MPLADS-000258,1,Open e-Tender,2023-07-04,27,5,5,0,0.833,Open e-Tender,2088000.0,2088000.0,-0.0522,0.0412,0.8838,0.028,0,0,0,0,0.416,0.393,1
TND-000259,MPLADS-000259,1,Open e-Tender,2022-11-28,14,7,6,0,1.0,Open e-Tender,696000.0,696000.0,-0.0569,0.035,0.8579,0.231,0,0,0,0,0.184,0.116,1
TND-000260,MPLADS-000260,1,Open e-Tender,2022-03-14,29,6,5,0,1.0,Open e-Tender,1940000.0,1940000.0,-0.0744,0.0159,0.874,0.243,0,0,0,0,0.167,0.084,1
TND-000261,MPLADS-000261,1,Open e-Tender,2023-11-26,21,4,3,0,0.667,Open e-Tender,414000.0,414000.0,-0.0259,0.0231,0.8749,0.048,0,0,0,0,0.352,0.278,1
TND-000262,MPLADS-000262,1,Open e-Tender,2023-07-08,24,5,4,0,0.833,Open e-Tender,3304000.0,3304000.0,-0.0445,0.0189,0.9766,0.177,0,0,0,0,0.113,0.302,1
TND-000263,MPLADS-000263,1,Open e-Tender,2023-04-22,22,5,4,0,0.833,Open e-Tender,1067000.0,1067000.0,-0.0387,0.0358,0.8726,0.233,0,0,0,0,0.679,0.494,1
TND-000264,MPLADS-000264,1,Open e-Tender,2022-06-25,22,5,5,0,0.833,Open e-Tender,2887000.0,2887000.0,0.0191,0.0348,0.9126,0.214,0,0,0,1,0.367,0.355,1
TND-000265,MPLADS-000265,1,Open e-Tender,2023-07-01,22,4,4,0,0.667,Open e-Tender,3522000.0,3522000.0,-0.0249,0.0229,0.9054,0.058,1,0,0,1,0.304,0.432,1
TND-000266,MPLADS-000266,1,Open e-Tender,2022-05-16,26,5,4,0,0.833,Open e-Tender,3286000.0,3286000.0,-0.0536,0.0179,0.9824,0.242,0,0,0,1,0.697,0.285,1
TND-000267,MPLADS-000267,1,Open e-Tender,2022-11-04,27,7,6,0,1.0,Open e-Tender,1349000.0,1349000.0,-0.05,0.0134,0.938,0.092,0,0,0,0,0.288,0.441,1
TND-000268,MPLADS-000268,1,Open e-Tender,2022-06-22,15,6,5,0,1.0,Open e-Tender,2726000.0,2726000.0,-0.0632,0.0432,0.892,0.019,0,0,0,0,0.44,0.325,1
TND-000269,MPLADS-000269,1,Open e-Tender,2023-01-08,23,3,2,0,0.5,Open e-Tender,1177000.0,1177000.0,-0.0666,0.0279,0.9161,0.141,0,0,0,0,0.612,0.226,1
